"user_id","transaction_count","total_amount_usd","avg_amount_usd","pct_crypto","distinct_merchant_categories","cross_country_txns","first_transaction_date","last_transaction_date","days_active","failed_sign_in_attempts"
"d6b6872c-9801-48a6-93c7-38a9049740ed","68","408864.67","6012.72","0.00","8","51","2017-12-15 16:14:45.038","2018-02-15 23:00:42.435",62,0
"9b0d839d-66a5-49a6-8300-03dc4a0a0e0a","67","544870.44","8132.39","0.00","8","36","2017-10-28 02:59:57.736","2018-02-28 23:05:05.79",124,0
"7a0932e1-e887-41c4-b068-3f2ca899f795","66","2012639.03","30494.53","0.00","5","52","2018-02-08 21:10:31.066","2018-07-20 18:13:46.221",162,0
"11fa06ae-839a-4279-b85e-191f57d0138a","63","7653280.22","121480.64","0.00","5","37","2017-06-18 12:39:53.095","2017-08-30 08:01:08.766",73,0
"6c912369-76ac-45a8-937f-f6766c16b443","60","5090957.05","84849.28","0.00","3","41","2018-05-31 22:07:17.442","2018-07-04 18:50:56.629",34,0
"310667d1-92c6-4fc7-83f1-55b61773ace5","60","9990944.09","175279.72","0.00","4","30","2018-01-12 10:32:44.338","2018-07-22 05:17:26.437",191,0
"b695a6a7-b005-4ced-a0c9-8d0208825f59","59","181155792.38","3070437.16","1.69","4","33","2018-04-23 11:03:29.828","2018-06-29 15:35:25.079",67,0
"fc5c44cb-9fe7-4f8f-a644-7a366be75835","57","1629595.68","28589.40","0.00","3","9","2018-02-28 20:16:11.954","2018-04-11 21:27:54.664",42,0
"16aee2d9-7d04-4599-8fa3-52146ab10f72","57","236021.65","4370.77","0.00","2","18","2017-12-19 15:42:00.177","2018-05-24 19:43:48.041",156,0
"cd1985db-c8dd-435a-916e-51bfa62c9e17","56","3049476.75","54454.94","0.00","8","36","2018-04-06 15:09:58.312","2018-07-31 00:05:40.686",115,0
"3bef3290-4395-47dd-8371-c04ef7d138fc","55","1553165.19","28239.37","0.00","8","41","2017-06-03 16:20:04.965","2017-12-08 22:39:06.661",188,0
"6960247a-fbc2-4b04-9308-9ec5dc9d2f19","55","4796244.76","87204.45","0.00","4","30","2017-04-02 11:43:15.463","2018-04-05 16:12:35.418",368,0
"fb2b1817-141d-41cc-b3e7-25eff420eb02","55","157530.79","2917.24","0.00","1","42","2017-07-22 01:00:13.838","2018-02-22 23:00:57.037",216,0
"5a7bc572-23d4-4032-bf60-a35f99ee2665","55","938120.92","17372.61","0.00","3","14","2017-05-06 08:21:03.793","2017-09-07 20:52:56.08",125,0
"6ead3265-caf0-44d0-9c6a-a1fa67a1fd5b","54","3979047.03","73686.06","0.00","5","21","2018-01-03 22:50:30.922","2018-03-27 22:57:22.484",83,0
"30c68b44-6e61-4496-ab2f-a65bb2802bb5","53","1390779.79","26241.13","0.00","1","12","2017-09-25 12:25:31.146","2018-03-21 12:23:28.807",177,0
"40a70d7d-447d-426c-872e-012658b2b98c","53","6338173.29","119588.18","0.00","4","42","2018-06-22 21:03:11.061","2018-07-07 12:11:05.384",15,0
"d0472a1a-3f96-40ff-8acf-4b842b0a8405","52","3406005.83","65500.11","0.00","3","5","2018-01-07 20:28:56.303","2018-01-23 18:17:31.401",16,0
"03025e4f-45c8-4755-bece-be36e98b73af","52","3509520.79","67490.78","0.00","4","39","2018-04-13 00:01:45.108","2018-05-31 19:20:01.359",49,0
"4777881b-417f-406f-87f8-c33e1fd6a2b9","52","1856904.63","35709.70","0.00","4","18","2018-03-24 16:40:10.56","2018-04-29 19:48:06.835",36,0
"4f41a015-5205-467d-98d6-a90d343e8afb","51","6069157.94","119003.10","0.00","8","47","2018-02-26 16:54:17.27","2018-06-21 23:29:08.246",115,0
"781cfb45-7de4-4452-adb4-558a7ac30af8","51","42337.31","830.14","0.00","1","44","2017-09-07 22:37:56.15","2018-02-07 23:02:54.267",153,0
"9e7aa1b6-8d04-4923-914e-cbab74a5bbdb","50","1214988.09","24299.76","0.00","1","29","2017-02-19 20:59:58.257","2017-08-30 12:09:16.198",192,0
"50e8f338-72c3-47b0-848e-fd8df4d8f537","49","2320928.18","47365.88","0.00","1","13","2017-11-09 10:11:31.96","2018-03-13 00:37:52.125",124,0
"1dec215c-57d4-4612-b26a-149cda86d4a9","49","4312026.36","88000.54","0.00","2","15","2017-11-22 19:09:20.319","2018-01-18 20:46:53.862",57,0
"3c5cab75-a8c1-4a27-8ab4-b74a9e92535c","48","57311.64","1193.99","0.00","4","33","2018-03-18 19:05:55.998","2018-05-28 14:40:06.894",71,0
"2cba5310-a7ae-491c-a1f1-02d6f5cec2df","48","2401120.39","50023.34","0.00","9","40","2018-02-22 12:31:40.968","2018-05-16 05:17:17.454",83,0
"7a11ba48-28c7-46c3-bb39-7d1a2410abd8","47","178539.74","3798.72","0.00","3","26","2017-04-23 21:58:23.049","2017-09-01 19:48:44.227",131,0
"adfb5ad0-10a6-4b6a-98e8-fa056f64afc5","47","5223779.20","111144.24","0.00","7","30","2018-02-22 14:13:03.203","2018-03-19 12:19:58.109",25,0
"f2b4b587-e493-4932-b2e9-cb3b31095bab","46","96194.35","2091.18","0.00","2","35","2018-02-15 12:42:13.26","2018-06-08 01:26:13.698",113,0
"88f6ebb7-bae4-4747-9bb3-19ae8669013f","45","4665969.72","103688.22","0.00","4","30","2018-01-18 19:09:43.338","2018-06-20 12:50:16.271",153,0
"0782ced4-7bb6-4420-aff2-ed08290ee47c","45","1996720.96","44371.58","0.00","3","13","2018-01-24 22:17:01.227","2018-04-26 13:25:54.044",92,0
"4c0a56f3-373e-4d51-9d37-2ab6fa76faf2","44","2604544.32","59194.19","0.00","4","16","2017-04-19 14:01:53","2017-08-12 12:29:11.964",115,0
"948956df-2a9a-4a44-9052-8914281d4b6d","43","2556811.24","59460.73","0.00","3","27","2018-04-05 03:24:47.794","2018-06-25 17:00:05.999",82,0
"a8a371e9-6c44-457e-9d49-979fd1b39b77","43","3883353.83","90310.55","0.00","1","14","2018-04-16 10:40:25.036","2018-05-24 14:45:09.392",38,0
"e0cc7c7a-e323-450a-a609-8d38a0071387","43","3365565.23","78268.96","0.00","5","23","2018-04-20 11:07:57.068","2018-07-12 13:35:15.068",83,0
"b3edad19-85a0-4588-b953-2510ed9af582","42","1918908.54","45688.30","0.00","0","0","2017-07-27 05:07:48.328","2017-08-31 14:49:38.672",35,0
"2cd48e91-65f6-4fb9-b276-ad1676366a88","41","5214674.49","127187.18","0.00","0","0","2017-07-03 19:40:48.821","2018-03-03 23:00:40.32",243,0
"1632f5e0-e2da-4668-b487-5cc897b963d3","41","6025913.86","146973.51","0.00","6","25","2018-02-26 16:45:07.87","2018-06-20 22:32:58.264",114,0
"4154f555-c6d8-493a-b1bf-1f22b2317fe1","41","1132793.58","27629.11","0.00","6","28","2018-05-18 12:16:19.92","2018-06-25 12:21:56.741",38,0
"018f9e74-458b-4782-8a92-5f95734ddcd7","41","6230883.40","151972.77","0.00","3","34","2018-03-04 17:14:41.514","2018-06-18 21:35:44.271",106,0
"ddcbe9e0-4a91-43cf-bd5b-f473828ffe50","40","2637341.35","65933.53","0.00","3","28","2018-04-02 08:59:15.781","2018-04-20 09:34:21.601",18,2
"36c414e8-da9c-4c38-9a01-e0932263a300","39","420083.88","10771.38","0.00","4","32","2015-08-28 08:53:17.986","2017-06-20 18:00:31.331",662,0
"c6d40f9a-c37c-4923-8b62-43945e321b1d","39","2769481.11","71012.34","0.00","2","6","2017-07-15 22:26:20.921","2017-08-17 18:43:37.586",33,0
"1c79de57-df26-407a-b7ab-160a774b8486","39","382624.94","9810.90","0.00","5","20","2018-03-07 12:59:47.821","2018-03-14 18:13:30.144",7,0
"d641a335-610d-4222-832f-2d572352551e","39","1278809.51","32789.99","0.00","5","25","2018-07-03 21:30:18.687","2018-07-22 10:00:28.455",19,0
"7af7c91b-67d3-4884-b917-ca50f3f1f3f5","39","1951036.37","50026.57","0.00","3","18","2018-04-20 01:31:50.801","2018-07-03 09:42:08.459",74,0
"b16e9d41-3795-4d73-a666-be70001a7a03","38","2223532.31","58514.01","0.00","3","22","2018-04-29 00:19:42.426","2018-05-31 15:59:08.422",33,0
"c6afd222-e09e-452d-aacc-81e61664f76e","38","3307156.74","87030.44","0.00","2","31","2018-03-29 12:53:08.573","2018-04-13 14:28:59.988",15,1
"88c417b7-c081-4b37-a88a-c5b368ba0a08","37","6108236.40","165087.47","0.00","6","27","2018-03-14 21:43:19.154","2018-04-05 11:28:03.693",22,0
"187699b8-aa4d-48d4-bd8b-9e450943c589","37","2391384.77","64632.02","0.00","2","28","2018-03-04 23:57:51.856","2018-05-05 09:08:18.394",61,0
"8b10f8f2-2fab-410c-90a9-55a3fd132e23","37","93331.88","2522.48","0.00","4","17","2017-09-08 16:36:06.799","2018-02-08 23:02:42.88",153,0
"eb161482-5c4a-45b0-b3c4-123a524ee608","36","2421299.12","67258.31","0.00","3","23","2018-03-22 13:43:11.414","2018-05-02 01:11:19.674",40,0
"146dca23-5b81-449f-98b7-4809f52c3959","36","164797.61","4577.71","0.00","3","27","2017-10-05 16:43:09.343","2017-10-23 15:26:24.937",18,0
"02c91a02-8a73-4fc2-aa15-368e60ac2122","36","1890237.54","52506.60","0.00","0","0","2017-07-05 11:29:51.774","2017-07-24 20:53:13.263",19,0
"425e9e10-713d-4f2a-be3e-16b30c8f63e9","36","1312259.89","36451.66","0.00","5","26","2018-04-01 09:05:41.569","2018-06-07 15:12:33.942",67,0
"bfa64d86-eb16-4ecd-a73c-4b6cc2fbb847","36","602653.29","16740.37","0.00","4","10","2017-03-08 12:48:08.627","2017-07-14 20:17:31.696",128,0
"d47afdfb-8673-4a0f-bbfc-53ecd9818f79","35","119847.47","3424.21","0.00","1","14","2018-02-28 23:12:48.966","2018-03-16 21:42:43.219",16,0
"f9ce67f0-636a-497d-8be2-25962eff2791","34","485947.19","14292.56","0.00","6","25","2018-03-29 23:51:19.466","2018-04-06 14:48:16.106",8,0
"a523b9ea-42a3-433d-a5e4-d7295526940d","34","236395.18","6952.80","0.00","5","14","2018-02-20 11:37:21.027","2018-02-27 07:37:06.167",7,0
"c434c1f5-88a7-4063-9be5-093aee2064fa","33","911527.16","27622.04","0.00","0","0","2017-08-01 21:36:18.22","2017-09-25 14:08:12.798",55,0
"3af26047-041d-4070-b820-77c2b275e2ac","33","513219.09","15552.09","0.00","2","13","2017-06-23 11:26:51.366","2017-11-12 15:06:54.302",142,0
"97d10faa-8184-439e-81d8-bec5ab1c2837","32","190859.74","5964.37","0.00","1","15","2018-03-08 19:10:06.916","2018-03-11 23:21:30.169",3,0
"a6a86830-8d26-4903-9259-ab5033fe3368","32","199535.49","6235.48","0.00","0","1","2017-07-16 19:39:25.507","2017-07-22 18:32:16.593",6,0
"9e24a959-8a6c-4798-98b9-732977e9f473","32","172395.58","5387.36","0.00","3","25","2018-06-26 11:55:49.672","2018-07-02 04:50:48.1",6,0
"69720eca-43f8-4838-815c-56110cd9fc2e","31","238210.05","7684.20","0.00","0","11","2018-02-16 15:18:23.519","2018-05-08 08:21:40.387",81,0
"1e2914f9-3094-413f-8325-7b994cefe277","30","451143.91","16709.03","0.00","1","6","2018-06-02 10:48:41.09","2018-06-14 00:48:53.72",12,0
"5ca7a4b3-92cf-4a04-855a-acea4bc00253","30","909443.03","30314.77","0.00","2","10","2017-11-24 12:56:32.061","2018-06-16 09:17:04.96",204,0
"d33617cd-e6c8-48ff-bbda-ae0673d8da28","30","116810.37","3893.68","0.00","1","8","2018-06-30 00:46:46.065","2018-07-07 06:45:05.417",7,0
"25b6f79d-6f91-4de3-9814-8d6ff7282348","30","2820414.15","94013.81","0.00","0","11","2018-06-19 08:51:56.852","2018-07-03 10:02:12.153",14,0
"c3202601-1020-442b-b082-277bb7a45357","30","6571602.64","219053.42","0.00","0","7","2018-01-31 16:38:43.422","2018-04-12 03:16:49.287",70,0
"709f2d38-4651-4f1d-a4df-f28af586f4d8","28","1699022.74","60679.38","0.00","4","12","2018-02-21 17:55:47.395","2018-06-15 21:23:55.122",114,0
"8b9f374f-d58f-424a-8ec8-df1017170af8","28","104891.62","3746.13","0.00","3","19","2018-06-20 23:31:51.739","2018-07-09 23:42:21.671",19,0
"ca1b0bda-44a3-4491-9e3d-22443a82777c","28","2295901.44","81996.48","0.00","1","17","2018-04-14 15:26:43.444","2018-05-05 08:38:19.511",21,0
"84a89217-7ddc-4f58-9446-d1dcd14151e5","28","941305.56","33618.06","0.00","2","23","2017-08-29 16:02:12.838","2018-02-08 10:01:58.18",163,0
"768769a3-88eb-4fcc-8cc0-2cd302cb1ddb","28","333936.25","11926.29","0.00","2","11","2017-11-30 15:46:03.417","2018-01-16 10:00:53.392",47,0
"d8b8ca3b-3665-4741-aff6-8457c30a4bb4","27","1216121.89","45041.55","0.00","5","11","2018-01-07 21:36:08.611","2018-06-19 21:25:39.367",163,0
"f75aec81-7f2a-419e-b50c-b724b15f75b8","27","221311.58","8196.73","0.00","0","0","2017-11-04 23:54:13.284","2017-11-15 19:52:38.647",11,0
"b9260b61-8c28-4dfa-8e53-b21276381343","27","691545.01","25612.78","0.00","8","23","2017-05-08 16:37:34.015","2017-08-18 22:31:43.379",102,0
"a5f52e46-5c24-4582-827a-e989c50918df","27","759060.84","28113.36","0.00","4","17","2017-12-20 05:00:17.04","2018-05-17 11:51:41.953",148,0
"0dcc7887-c1ee-4344-94e1-a67ae5d2d11f","26","2354844.49","90570.94","0.00","2","21","2018-03-21 21:44:53.159","2018-06-12 18:12:59.589",83,0
"5c68fd78-a3ca-4ebd-a86f-935add4126c9","26","2980691.17","114641.97","0.00","1","8","2017-06-28 20:50:25.26","2017-07-11 16:37:30.632",13,0
"93dd18e3-c631-4d29-bd41-bf67525bc037","26","5124099.89","197080.77","0.00","0","0","2017-08-21 15:47:01.589","2017-10-25 17:13:34.566",65,0
"cc7516ed-6734-4978-a306-b8ab50cc60eb","26","156264693.70","6010180.53","7.69","3","11","2018-01-16 05:11:44.386","2018-02-13 11:20:16.642",28,0
"1deaa3fa-da65-4979-b3c2-5ef5aa91a541","25","1356445.07","54257.80","0.00","3","17","2018-03-31 19:39:03.451","2018-05-15 19:15:30.041",45,0
"d908b768-ad41-4e3a-890f-40545f393bc7","24","1456043.86","60668.49","0.00","4","6","2018-02-17 16:57:26.144","2018-03-08 13:06:41.082",19,0
"3f3b0426-f4ad-4cb1-9ec3-4ad84dd2b461","24","394832.75","16451.36","0.00","2","11","2018-04-10 16:40:11.328","2018-04-27 19:43:31.043",17,0
"11f8f705-c675-4b59-b06a-e0256c3a6be6","24","383910.53","15996.27","0.00","2","12","2017-07-26 18:45:54.136","2017-08-03 15:04:25.516",8,0
"981a1117-3903-43e2-993a-8d0a67cb4ade","24","774893.12","33691.01","0.00","3","16","2017-07-27 08:27:35.724","2017-11-13 13:46:57.262",109,0
"9c1706d9-5efa-42b8-858c-4df2e96c2114","24","385854.75","16077.28","0.00","2","13","2018-01-18 23:43:42.377","2018-03-16 17:14:02.301",57,0
"e8760036-7599-4636-a293-748f770a63cc","23","208472.57","9064.02","0.00","2","7","2018-04-13 10:48:05.799","2018-04-26 12:53:11.482",13,0
"afe728a5-31ba-4fae-9ce0-3f4ff1fa97b0","23","530004.34","23043.67","0.00","3","9","2017-06-07 21:34:43.077","2017-06-25 10:08:39.538",18,0
"5e096304-e8f3-4d3d-a3ed-a8dcba7f03c2","23","1566909.38","68126.49","0.00","3","8","2018-03-01 20:53:57.781","2018-03-20 23:29:19.43",19,0
"0f68c527-fc39-4a9a-8eba-7f46f6dfd593","22","4340995.64","197317.98","0.00","0","0","2018-05-17 13:13:03.609","2018-05-29 12:58:36.647",12,0
"aa7b92ae-8ecd-408f-b3d6-b2f34df11552","22","248427.45","11292.16","0.00","1","8","2018-05-29 22:45:07.729","2018-06-05 06:05:05.292",6,0
"d3f42f6a-c722-4728-8af4-fa93406b4de4","22","204883.75","9312.90","0.00","2","7","2018-02-07 21:55:52.778","2018-04-01 01:46:17.652",52,0
"86438ab9-fccf-49aa-990f-c2936990ce3c","22","507705.84","23077.54","0.00","5","14","2017-12-28 11:20:00.43","2018-07-04 07:35:39.922",188,0
"d8e05abe-9845-4f7c-9113-871818193d3a","21","319607.34","15219.40","0.00","2","4","2017-12-13 16:56:47.906","2018-03-28 13:42:56.46",105,0
"89406563-85a5-4a89-9cfc-3a0376794e2f","21","103720.86","4939.09","0.00","7","15","2017-02-26 10:13:38.338","2017-08-03 08:44:43.717",158,0
"f7b79f3f-05fe-4167-9465-db2d66459943","21","306756.74","14607.46","0.00","4","10","2017-06-14 17:14:15.331","2017-07-03 17:48:27.878",19,0
"b92e96a0-2450-4aa5-a2c5-6d6bff70e423","21","808809.42","38514.73","0.00","1","5","2017-12-16 08:04:12.107","2018-02-16 23:00:43.685",63,0
"cefe31f9-2a99-40c6-af11-397564a8d1fe","21","2570606.90","122409.85","0.00","5","11","2018-03-07 01:54:09.279","2018-06-20 12:49:50.734",105,0
"f4fe5ef5-562f-42b6-9e8b-559f154ec19b","21","871400.69","41495.27","0.00","1","2","2017-11-20 19:28:16.53","2018-01-22 01:51:04.095",62,0
"9019d2e7-ac18-4c78-944b-ba3f75878979","21","869686.13","41413.63","0.00","4","15","2018-03-06 08:04:38.708","2018-04-12 00:18:52.44",37,0
"1dca7243-ef3d-4386-8bd8-8f2b2b16114c","21","1624276.46","77346.50","0.00","2","18","2018-04-21 23:18:19.962","2018-05-01 06:07:26.225",9,0
"deb756e2-686a-4bb9-b7e6-0bdfcda82187","21","139164.30","6626.87","0.00","1","5","2018-07-02 12:43:06.281","2018-07-04 12:10:13.943",2,0
"fec955c7-cba4-42e5-9f04-b54e6072612d","20","1920262.76","96013.14","0.00","0","0","2017-08-21 13:41:47.484","2018-03-04 23:00:27.248",195,0
"65d70695-cc0c-4a8b-942f-a71135213b3b","20","1052097.16","52604.86","0.00","1","4","2018-03-08 14:49:03.099","2018-06-07 09:42:46.817",91,0
"49b341d2-7ce7-459b-a8d9-64c05b0d3138","20","1340475.49","67023.77","0.00","0","0","2018-06-22 10:59:15.378","2018-06-29 17:16:55.066",7,0
"438a6173-1d07-4d64-8b5e-a6130d93062c","20","128677.97","6433.90","0.00","2","14","2018-03-17 15:44:52.626","2018-03-27 10:56:05.021",10,0
"f761cf05-04ff-4a48-97a0-f16f148e4004","19","149424.43","7864.44","0.00","1","14","2018-03-05 15:40:39.077","2018-03-14 11:40:37.341",9,0
"fab583e0-c5bd-4aa7-a801-e748bb47c175","19","60323.67","3174.93","0.00","5","8","2017-10-25 17:38:13.414","2017-10-31 17:53:38.894",6,0
"8fbaa5b9-f85f-4839-91dc-3f8ee9021acb","19","134667.38","7087.76","0.00","4","16","2017-07-02 11:18:46.757","2017-07-17 15:28:02.23",15,0
